source,target,weight
Tanzania,Kenya,4
Tanzania,Burundi,4
Tanzania,Rwanda,4
Tanzania,Somalia,2
Tanzania,Djibouti,2
Tanzania,Ethiopia,2
Tanzania,Eritrea,2
Tanzania,Angola,4
Tanzania,Mozambique,4
Tanzania,Zambia,4
Tanzania,Zimbabwe,4
Tanzania,Malawi,4
Tanzania,South Africa,4
Tanzania,Namibia,4
Tanzania,Lesotho,4
Tanzania,Botswana,4
Tanzania,Swaziland,4
Tanzania,Madagascar,2
Tanzania,Comoros,2
Tanzania,Mauritius,4
Tanzania,Seychelles,2
Tanzania,Algeria,2
Tanzania,Tunisia,2
Tanzania,Libya,2
Tanzania,Sudan,4
Tanzania,South Sudan,4
Tanzania,Egypt,2
Tanzania,China,2
Burundi,Cape Verde,2
Burundi,Sao Tome and Principe,4
Burundi,Guinea-Bissau,2
Burundi,Equatorial Guinea,4
Burundi,Gambia,2
Burundi,Mali,2
Burundi,Senegal,2
Burundi,Benin,2
Burundi,Mauritania,2
Burundi,Niger,2
Burundi,Ivory Coast,2
Burundi,Guinea,2
Burundi,Burkina Faso,2
Burundi,Liberia,2
Burundi,Sierra Leone,2
Burundi,Ghana,2
Burundi,Togo,2
Burundi,Cameroon,4
Burundi,Nigeria,2
Burundi,Gabon,4
Burundi,Central African Republic,4
Burundi,Chad,4
Burundi,Congo,4
Burundi,Democratic Republic of the Congo,4
Burundi,Uganda,4
Burundi,Kenya,4
Burundi,Tanzania,4
Burundi,Rwanda,4
Burundi,Somalia,2
Burundi,Djibouti,2
Burundi,Ethiopia,2
Burundi,Eritrea,2
Burundi,Angola,4
Burundi,Mozambique,2
Burundi,Zambia,4
Burundi,Zimbabwe,2
Burundi,Malawi,2
Burundi,South Africa,2
Burundi,Namibia,2
Burundi,Lesotho,2
Burundi,Botswana,2
Burundi,Swaziland,2
Burundi,Madagascar,2
Burundi,Comoros,2
Burundi,Mauritius,2
Burundi,Seychelles,2
Burundi,Algeria,2
Burundi,Tunisia,2
Burundi,Libya,2
Burundi,Sudan,4
Burundi,South Sudan,4
Burundi,Egypt,2
Rwanda,Cape Verde,2
Rwanda,Sao Tome and Principe,2
Rwanda,Guinea-Bissau,4
Rwanda,Equatorial Guinea,2
Rwanda,Gambia,4
Rwanda,Mali,4
Rwanda,Senegal,4
Rwanda,Benin,4
Rwanda,Mauritania,4
Rwanda,Niger,4
Rwanda,Ivory Coast,2
Rwanda,Guinea,4
Rwanda,Burkina Faso,4
Rwanda,Liberia,4
Rwanda,Sierra Leone,2
Rwanda,Ghana,4
Rwanda,Togo,4
Rwanda,Cameroon,2
Rwanda,Nigeria,2
Rwanda,Gabon,4
Rwanda,Central African Republic,4
Rwanda,Chad,4
Rwanda,Congo,4
Rwanda,Democratic Republic of the Congo,4
Rwanda,Uganda,4
Rwanda,Kenya,4
Rwanda,Tanzania,4
Rwanda,Burundi,4
Rwanda,Somalia,2
Rwanda,Djibouti,2
Rwanda,Ethiopia,4
Rwanda,Eritrea,2
Rwanda,Angola,4
Rwanda,Mozambique,4
Rwanda,Zambia,4
Rwanda,Zimbabwe,2
Rwanda,Malawi,2
Rwanda,South Africa,2
Rwanda,Namibia,2
Rwanda,Lesotho,2
Rwanda,Botswana,2
Rwanda,Swaziland,2
Rwanda,Madagascar,2
Rwanda,Comoros,4
Rwanda,Mauritius,2
Rwanda,Seychelles,2
Rwanda,Algeria,4
Rwanda,Tunisia,2
Rwanda,Libya,4
Rwanda,Sudan,4
Rwanda,South Sudan,4
Rwanda,Egypt,2
Somalia,Cape Verde,2
Somalia,Sao Tome and Principe,2
Somalia,Guinea-Bissau,2
Somalia,Equatorial Guinea,2
Somalia,Gambia,2
Somalia,Mali,2
Somalia,Senegal,2
Somalia,Benin,2
Somalia,Mauritania,2
Somalia,Niger,2
Somalia,Ivory Coast,2
Somalia,Guinea,2
Somalia,Burkina Faso,2
Somalia,Liberia,2
Somalia,Sierra Leone,2
Somalia,Ghana,2
Somalia,Togo,2
Somalia,Cameroon,2
Somalia,Nigeria,2
Somalia,Gabon,2
Somalia,Central African Republic,2
Somalia,Chad,2
Somalia,Congo,2
Somalia,Democratic Republic of the Congo,2
Somalia,Uganda,2
Somalia,Kenya,2
Somalia,Tanzania,2
Somalia,Burundi,2
Somalia,Rwanda,2
Somalia,Djibouti,4
Somalia,Ethiopia,2
Somalia,Eritrea,2
Somalia,Angola,2
Somalia,Mozambique,2
Somalia,Zambia,2
Somalia,Zimbabwe,2
Somalia,Malawi,2
Somalia,South Africa,2
Somalia,Namibia,2
Somalia,Lesotho,2
Somalia,Botswana,2
Somalia,Swaziland,2
Somalia,Madagascar,2
Somalia,Comoros,4
Somalia,Mauritius,2
Somalia,Seychelles,2
Somalia,Morocco,4
Somalia,Algeria,4
Somalia,Tunisia,4
Somalia,Libya,4
Somalia,Sudan,4
Somalia,South Sudan,2
Somalia,Iraq,4
Somalia,Egypt,4
Somalia,Lebanon,4
Somalia,Jordan,4
Somalia,Saudi Arabia,4
Somalia,Yemen,4
Somalia,Kuwait,4
Somalia,Bahrain,4
Somalia,Qatar,4
Somalia,United Arab Emirates,4
Somalia,Oman,4
Djibouti,France,1
Djibouti,Cape Verde,2
Djibouti,Sao Tome and Principe,2
Djibouti,Guinea-Bissau,2
Djibouti,Equatorial Guinea,2
Djibouti,Gambia,2
Djibouti,Mali,2
Djibouti,Senegal,2
Djibouti,Benin,2
Djibouti,Mauritania,2
Djibouti,Niger,2
Djibouti,Ivory Coast,2
Djibouti,Guinea,2
Djibouti,Burkina Faso,2
Djibouti,Liberia,2
Djibouti,Sierra Leone,2
Djibouti,Ghana,2
Djibouti,Togo,2
Djibouti,Cameroon,2
Djibouti,Nigeria,2
Djibouti,Gabon,2
Djibouti,Central African Republic,2
Djibouti,Chad,2
Djibouti,Congo,2
Djibouti,Democratic Republic of the Congo,2
Djibouti,Uganda,2
Djibouti,Kenya,2
Djibouti,Tanzania,2
Djibouti,Burundi,2
Djibouti,Rwanda,2
Djibouti,Somalia,4
Djibouti,Ethiopia,2
Djibouti,Eritrea,2
Djibouti,Angola,2
Djibouti,Mozambique,2
Djibouti,Zambia,2
Djibouti,Zimbabwe,2
Djibouti,Malawi,2
Djibouti,South Africa,2
Djibouti,Namibia,2
Djibouti,Lesotho,2
Djibouti,Botswana,2
Djibouti,Swaziland,2
Djibouti,Madagascar,2
Djibouti,Comoros,4
Djibouti,Mauritius,2
Djibouti,Seychelles,2
Djibouti,Morocco,4
Djibouti,Algeria,4
Djibouti,Tunisia,4
Djibouti,Libya,4
Djibouti,Sudan,4
Djibouti,South Sudan,2
Djibouti,Iraq,4
Djibouti,Egypt,4
Djibouti,Lebanon,4
Djibouti,Jordan,4
Djibouti,Saudi Arabia,4
Djibouti,Yemen,4
Djibouti,Kuwait,4
Djibouti,Bahrain,4
Djibouti,Qatar,4
Djibouti,United Arab Emirates,4
Djibouti,Oman,4
Ethiopia,Hungary,2
Ethiopia,Russia,2
Ethiopia,Cape Verde,2
Ethiopia,Sao Tome and Principe,2
Ethiopia,Guinea-Bissau,4
Ethiopia,Equatorial Guinea,2
Ethiopia,Gambia,4
Ethiopia,Mali,4
Ethiopia,Senegal,4
Ethiopia,Benin,4
Ethiopia,Mauritania,4
Ethiopia,Niger,4
Ethiopia,Ivory Coast,2
Ethiopia,Guinea,4
Ethiopia,Burkina Faso,4
Ethiopia,Liberia,4
Ethiopia,Sierra Leone,2
Ethiopia,Ghana,4
Ethiopia,Togo,4
Ethiopia,Cameroon,2
Ethiopia,Nigeria,2
Ethiopia,Gabon,4
Ethiopia,Central African Republic,2
Ethiopia,Chad,4
Ethiopia,Congo,4
Ethiopia,Democratic Republic of the Congo,2
Ethiopia,Uganda,2
Ethiopia,Kenya,4
Ethiopia,Tanzania,2
Ethiopia,Burundi,2
Ethiopia,Rwanda,4
Ethiopia,Somalia,2
Ethiopia,Djibouti,2
Ethiopia,Eritrea,2
Ethiopia,Angola,2
Ethiopia,Mozambique,4
Ethiopia,Zambia,2
Ethiopia,Zimbabwe,2
Ethiopia,Malawi,2
Ethiopia,South Africa,2
Ethiopia,Namibia,2
Ethiopia,Lesotho,2
Ethiopia,Botswana,2
Ethiopia,Swaziland,2
Ethiopia,Madagascar,2
Ethiopia,Comoros,4
Ethiopia,Mauritius,2
Ethiopia,Seychelles,2
Ethiopia,Algeria,4
Ethiopia,Tunisia,2
Ethiopia,Libya,4
Ethiopia,Sudan,2
Ethiopia,South Sudan,2
Ethiopia,Egypt,2
Ethiopia,Japan,2
Eritrea,Cape Verde,2
Eritrea,Sao Tome and Principe,2
Eritrea,Guinea-Bissau,2
Eritrea,Equatorial Guinea,2
Eritrea,Gambia,2
Eritrea,Mali,2
Eritrea,Senegal,2
Eritrea,Benin,2
Eritrea,Mauritania,2
Eritrea,Niger,2
Eritrea,Ivory Coast,2
Eritrea,Guinea,2
Eritrea,Burkina Faso,2
Eritrea,Liberia,2
Eritrea,Sierra Leone,2
Eritrea,Ghana,2
Eritrea,Togo,2
Eritrea,Cameroon,2
Eritrea,Nigeria,2
Eritrea,Gabon,2
Eritrea,Central African Republic,2
Eritrea,Chad,2
Eritrea,Congo,2
Eritrea,Democratic Republic of the Congo,2
Eritrea,Uganda,2
Eritrea,Kenya,2
Eritrea,Tanzania,2
Eritrea,Burundi,2
Eritrea,Rwanda,2
Eritrea,Somalia,2
Eritrea,Djibouti,2
Eritrea,Ethiopia,2
Eritrea,Angola,2
Eritrea,Mozambique,2
Eritrea,Zambia,2
Eritrea,Zimbabwe,2
Eritrea,Malawi,2
Eritrea,South Africa,2
Eritrea,Namibia,2
Eritrea,Lesotho,2
Eritrea,Botswana,2
Eritrea,Swaziland,2
Eritrea,Madagascar,2
Eritrea,Comoros,2
Eritrea,Mauritius,2
Eritrea,Seychelles,2
Eritrea,Algeria,2
Eritrea,Tunisia,2
Eritrea,Libya,2
Eritrea,Sudan,2
Eritrea,South Sudan,2
Eritrea,Egypt,2
Angola,Cuba,2
Angola,Hungary,2
Angola,Russia,2
Angola,Cape Verde,2
Angola,Sao Tome and Principe,4
Angola,Guinea-Bissau,2
Angola,Equatorial Guinea,4
Angola,Gambia,2
Angola,Mali,2
Angola,Senegal,2
Angola,Benin,2
Angola,Mauritania,2
Angola,Niger,2
Angola,Ivory Coast,2
Angola,Guinea,2
Angola,Burkina Faso,2
Angola,Liberia,2
Angola,Sierra Leone,2
Angola,Ghana,2
Angola,Togo,2
Angola,Cameroon,4
Angola,Nigeria,2
Angola,Gabon,4
Angola,Central African Republic,4
Angola,Chad,4
Angola,Congo,4
Angola,Democratic Republic of the Congo,4
Angola,Uganda,4
Angola,Kenya,4
Angola,Tanzania,4
Angola,Burundi,4
Angola,Rwanda,4
Angola,Somalia,2
Angola,Djibouti,2
Angola,Ethiopia,2
Angola,Eritrea,2
Angola,Mozambique,4
Angola,Zambia,4
Angola,Zimbabwe,4
Angola,Malawi,4
Angola,South Africa,4
Angola,Namibia,4
Angola,Lesotho,4
Angola,Botswana,4
Angola,Swaziland,4
Angola,Madagascar,2
Angola,Comoros,2
Angola,Mauritius,4
Angola,Seychelles,2
Angola,Algeria,2
Angola,Tunisia,2
Angola,Libya,2
Angola,Sudan,4
Angola,South Sudan,4
Angola,Egypt,2
Mozambique,Hungary,2
Mozambique,Bulgaria,2
Mozambique,Russia,2
Mozambique,Cape Verde,2
Mozambique,Sao Tome and Principe,2
Mozambique,Guinea-Bissau,4
Mozambique,Equatorial Guinea,2
Mozambique,Gambia,4
Mozambique,Mali,4
Mozambique,Senegal,4
Mozambique,Benin,4
Mozambique,Mauritania,4
Mozambique,Niger,4
Mozambique,Ivory Coast,2
Mozambique,Guinea,4
Mozambique,Burkina Faso,4
Mozambique,Liberia,4
Mozambique,Sierra Leone,2
Mozambique,Ghana,4
Mozambique,Togo,4
Mozambique,Cameroon,2
Mozambique,Nigeria,2
Mozambique,Gabon,4
Mozambique,Central African Republic,2
Mozambique,Chad,4
Mozambique,Congo,4
Mozambique,Democratic Republic of the Congo,4
Mozambique,Uganda,2
Mozambique,Kenya,2
Mozambique,Tanzania,4
Mozambique,Burundi,2
Mozambique,Rwanda,4
Mozambique,Somalia,2
Mozambique,Djibouti,2
Mozambique,Ethiopia,4
Mozambique,Eritrea,2
Mozambique,Angola,4
Mozambique,Zambia,4
Mozambique,Zimbabwe,4
Mozambique,Malawi,4
Mozambique,South Africa,4
Mozambique,Namibia,4
Mozambique,Lesotho,4
Mozambique,Botswana,4
Mozambique,Swaziland,4
Mozambique,Madagascar,2
Mozambique,Comoros,4
Mozambique,Mauritius,4
Mozambique,Seychelles,2
Mozambique,Algeria,4
Mozambique,Tunisia,2
Mozambique,Libya,4
Mozambique,Sudan,2
Mozambique,South Sudan,2
Mozambique,Egypt,2
Zambia,Cape Verde,2
Zambia,Sao Tome and Principe,2
Zambia,Guinea-Bissau,2
Zambia,Equatorial Guinea,2
Zambia,Gambia,2
Zambia,Mali,2
Zambia,Senegal,2
Zambia,Benin,2
Zambia,Mauritania,2
Zambia,Niger,2
Zambia,Ivory Coast,2
Zambia,Guinea,2
Zambia,Burkina Faso,2
Zambia,Liberia,2
Zambia,Sierra Leone,2
Zambia,Ghana,2
Zambia,Togo,2
Zambia,Cameroon,2
Zambia,Nigeria,2
Zambia,Gabon,2
Zambia,Central African Republic,4
Zambia,Chad,2
Zambia,Congo,4
Zambia,Democratic Republic of the Congo,4
Zambia,Uganda,4
Zambia,Kenya,4
Zambia,Tanzania,4
Zambia,Burundi,4
Zambia,Rwanda,4
Zambia,Somalia,2
Zambia,Djibouti,2
Zambia,Ethiopia,2
Zambia,Eritrea,2
Zambia,Angola,4
Zambia,Mozambique,4
Zambia,Zimbabwe,4
Zambia,Malawi,4
Zambia,South Africa,4
Zambia,Namibia,4
Zambia,Lesotho,4
Zambia,Botswana,4
Zambia,Swaziland,4
Zambia,Madagascar,2
Zambia,Comoros,2
Zambia,Mauritius,4
Zambia,Seychelles,2
Zambia,Algeria,2
Zambia,Tunisia,2
Zambia,Libya,2
Zambia,Sudan,4
Zambia,South Sudan,4
Zambia,Egypt,2
Zimbabwe,Cape Verde,2
Zimbabwe,Sao Tome and Principe,2
Zimbabwe,Guinea-Bissau,2
Zimbabwe,Equatorial Guinea,2
Zimbabwe,Gambia,2
Zimbabwe,Mali,2
Zimbabwe,Senegal,2
Zimbabwe,Benin,2
Zimbabwe,Mauritania,2
Zimbabwe,Niger,2
Zimbabwe,Ivory Coast,2
Zimbabwe,Guinea,2
Zimbabwe,Burkina Faso,2
Zimbabwe,Liberia,2
Zimbabwe,Sierra Leone,2
Zimbabwe,Ghana,2
Zimbabwe,Togo,2
Zimbabwe,Cameroon,2
Zimbabwe,Nigeria,2
Zimbabwe,Gabon,2
Zimbabwe,Central African Republic,2
Zimbabwe,Chad,2
Zimbabwe,Congo,2
Zimbabwe,Democratic Republic of the Congo,4
Zimbabwe,Uganda,2
Zimbabwe,Kenya,2
Zimbabwe,Tanzania,4
Zimbabwe,Burundi,2
Zimbabwe,Rwanda,2
Zimbabwe,Somalia,2
Zimbabwe,Djibouti,2
Zimbabwe,Ethiopia,2
Zimbabwe,Eritrea,2
Zimbabwe,Angola,4
Zimbabwe,Mozambique,4
Zimbabwe,Zambia,4
Zimbabwe,Malawi,4
Zimbabwe,South Africa,4
Zimbabwe,Namibia,4
Zimbabwe,Lesotho,4
Zimbabwe,Botswana,4
Zimbabwe,Swaziland,4
Zimbabwe,Madagascar,2
Zimbabwe,Comoros,2
Zimbabwe,Mauritius,4
Zimbabwe,Seychelles,2
Zimbabwe,Algeria,2
Zimbabwe,Tunisia,2
Zimbabwe,Libya,2
Zimbabwe,Sudan,2
Zimbabwe,South Sudan,2
Zimbabwe,Egypt,2
Malawi,Cape Verde,2
Malawi,Sao Tome and Principe,2
Malawi,Guinea-Bissau,2
Malawi,Equatorial Guinea,2
Malawi,Gambia,2
Malawi,Mali,2
Malawi,Senegal,2
Malawi,Benin,2
Malawi,Mauritania,2
Malawi,Niger,2
Malawi,Ivory Coast,2
Malawi,Guinea,2
Malawi,Burkina Faso,2
Malawi,Liberia,2
Malawi,Sierra Leone,2
Malawi,Ghana,2
Malawi,Togo,2
Malawi,Cameroon,2
Malawi,Nigeria,2
Malawi,Gabon,2
Malawi,Central African Republic,2
Malawi,Chad,2
Malawi,Congo,2
Malawi,Democratic Republic of the Congo,4
Malawi,Uganda,2
Malawi,Kenya,2
Malawi,Tanzania,4
Malawi,Burundi,2
Malawi,Rwanda,2
Malawi,Somalia,2
Malawi,Djibouti,2
Malawi,Ethiopia,2
Malawi,Eritrea,2
Malawi,Angola,4
Malawi,Mozambique,4
Malawi,Zambia,4
Malawi,Zimbabwe,4
Malawi,South Africa,4
Malawi,Namibia,4
Malawi,Lesotho,4
Malawi,Botswana,4
Malawi,Swaziland,4
Malawi,Madagascar,2
Malawi,Comoros,2
Malawi,Mauritius,4
Malawi,Seychelles,2
Malawi,Algeria,2
Malawi,Tunisia,2
Malawi,Libya,2
Malawi,Sudan,2
Malawi,South Sudan,2
Malawi,Egypt,2
South Africa,Cuba,2
South Africa,Cape Verde,2
South Africa,Sao Tome and Principe,2
South Africa,Guinea-Bissau,2
South Africa,Equatorial Guinea,2
South Africa,Gambia,2
South Africa,Mali,2
South Africa,Senegal,2
South Africa,Benin,2
South Africa,Mauritania,2
South Africa,Niger,2
South Africa,Ivory Coast,2
South Africa,Guinea,2
South Africa,Burkina Faso,2
South Africa,Liberia,2
South Africa,Sierra Leone,2
South Africa,Ghana,2
South Africa,Togo,2
South Africa,Cameroon,2
South Africa,Nigeria,2
South Africa,Gabon,2
South Africa,Central African Republic,2
South Africa,Chad,2
South Africa,Congo,2
South Africa,Democratic Republic of the Congo,4
South Africa,Uganda,2
South Africa,Kenya,2
South Africa,Tanzania,4
South Africa,Burundi,2
South Africa,Rwanda,2
South Africa,Somalia,2
South Africa,Djibouti,2
South Africa,Ethiopia,2
South Africa,Eritrea,2
South Africa,Angola,4
South Africa,Mozambique,4
South Africa,Zambia,4
South Africa,Zimbabwe,4
South Africa,Malawi,4
South Africa,Namibia,4
South Africa,Lesotho,4
South Africa,Botswana,4
South Africa,Swaziland,4
South Africa,Madagascar,2
South Africa,Comoros,2
South Africa,Mauritius,4
South Africa,Seychelles,2
South Africa,Algeria,2
South Africa,Tunisia,2
South Africa,Libya,2
South Africa,Sudan,2
South Africa,South Sudan,2
South Africa,Egypt,2
Namibia,Cape Verde,2
Namibia,Sao Tome and Principe,2
Namibia,Guinea-Bissau,2
Namibia,Equatorial Guinea,2
Namibia,Gambia,2
Namibia,Mali,2
Namibia,Senegal,2
Namibia,Benin,2
Namibia,Mauritania,2
Namibia,Niger,2
Namibia,Ivory Coast,2
Namibia,Guinea,2
Namibia,Burkina Faso,2
Namibia,Liberia,2
Namibia,Sierra Leone,2
Namibia,Ghana,2
Namibia,Togo,2
Namibia,Cameroon,2
Namibia,Nigeria,2
Namibia,Gabon,2
Namibia,Central African Republic,2
Namibia,Chad,2
Namibia,Congo,2
Namibia,Democratic Republic of the Congo,4
Namibia,Uganda,2
Namibia,Kenya,2
Namibia,Tanzania,4
Namibia,Burundi,2
Namibia,Rwanda,2
Namibia,Somalia,2
Namibia,Djibouti,2
Namibia,Ethiopia,2
Namibia,Eritrea,2
Namibia,Angola,4
Namibia,Mozambique,4
Namibia,Zambia,4
Namibia,Zimbabwe,4
Namibia,Malawi,4
Namibia,South Africa,4
Namibia,Lesotho,4
Namibia,Botswana,4
Namibia,Swaziland,4
Namibia,Madagascar,2
Namibia,Comoros,2
Namibia,Mauritius,4
Namibia,Seychelles,2
Namibia,Algeria,2
Namibia,Tunisia,2
Namibia,Libya,2
Namibia,Sudan,2
Namibia,South Sudan,2
Namibia,Egypt,2
Lesotho,Cape Verde,2
Lesotho,Sao Tome and Principe,2
Lesotho,Guinea-Bissau,2
Lesotho,Equatorial Guinea,2
Lesotho,Gambia,2
Lesotho,Mali,2
Lesotho,Senegal,2
Lesotho,Benin,2
Lesotho,Mauritania,2
Lesotho,Niger,2
Lesotho,Ivory Coast,2
Lesotho,Guinea,2
Lesotho,Burkina Faso,2
Lesotho,Liberia,2
Lesotho,Sierra Leone,2
Lesotho,Ghana,2
Lesotho,Togo,2
Lesotho,Cameroon,2
Lesotho,Nigeria,2
Lesotho,Gabon,2
Lesotho,Central African Republic,2
Lesotho,Chad,2
Lesotho,Congo,2
Lesotho,Democratic Republic of the Congo,4
Lesotho,Uganda,2
Lesotho,Kenya,2
Lesotho,Tanzania,4
Lesotho,Burundi,2
Lesotho,Rwanda,2
Lesotho,Somalia,2
Lesotho,Djibouti,2
Lesotho,Ethiopia,2
Lesotho,Eritrea,2
Lesotho,Angola,4
Lesotho,Mozambique,4
Lesotho,Zambia,4
Lesotho,Zimbabwe,4
Lesotho,Malawi,4
Lesotho,South Africa,4
Lesotho,Namibia,4
Lesotho,Botswana,4
Lesotho,Swaziland,4
Lesotho,Madagascar,2
Lesotho,Comoros,2
Lesotho,Mauritius,4
Lesotho,Seychelles,2
Lesotho,Algeria,2
Lesotho,Tunisia,2
Lesotho,Libya,2
Lesotho,Sudan,2
Lesotho,South Sudan,2
Lesotho,Egypt,2
Botswana,Cape Verde,2
Botswana,Sao Tome and Principe,2
Botswana,Guinea-Bissau,2
Botswana,Equatorial Guinea,2
Botswana,Gambia,2
Botswana,Mali,2
Botswana,Senegal,2
Botswana,Benin,2
Botswana,Mauritania,2
Botswana,Niger,2
Botswana,Ivory Coast,2
Botswana,Guinea,2
Botswana,Burkina Faso,2
Botswana,Liberia,2
Botswana,Sierra Leone,2
Botswana,Ghana,2
Botswana,Togo,2
Botswana,Cameroon,2
Botswana,Nigeria,2
Botswana,Gabon,2
Botswana,Central African Republic,2
Botswana,Chad,2
Botswana,Congo,2
Botswana,Democratic Republic of the Congo,4
Botswana,Uganda,2
Botswana,Kenya,2
Botswana,Tanzania,4
Botswana,Burundi,2
Botswana,Rwanda,2
Botswana,Somalia,2
Botswana,Djibouti,2
Botswana,Ethiopia,2
Botswana,Eritrea,2
Botswana,Angola,4
Botswana,Mozambique,4
Botswana,Zambia,4
Botswana,Zimbabwe,4
Botswana,Malawi,4
Botswana,South Africa,4
Botswana,Namibia,4
Botswana,Lesotho,4
Botswana,Swaziland,4
Botswana,Madagascar,2
Botswana,Comoros,2
Botswana,Mauritius,4
Botswana,Seychelles,2
Botswana,Algeria,2
Botswana,Tunisia,2
Botswana,Libya,2
Botswana,Sudan,2
Botswana,South Sudan,2
Botswana,Egypt,2
Swaziland,Cape Verde,2
Swaziland,Sao Tome and Principe,2
Swaziland,Guinea-Bissau,2
Swaziland,Equatorial Guinea,2
Swaziland,Gambia,2
Swaziland,Mali,2
Swaziland,Senegal,2
Swaziland,Benin,2
Swaziland,Mauritania,2
Swaziland,Niger,2
Swaziland,Ivory Coast,2
Swaziland,Guinea,2
Swaziland,Burkina Faso,2
Swaziland,Liberia,2
Swaziland,Sierra Leone,2
Swaziland,Ghana,2
Swaziland,Togo,2
Swaziland,Cameroon,2
Swaziland,Nigeria,2
Swaziland,Gabon,2
Swaziland,Central African Republic,2
Swaziland,Chad,2
Swaziland,Congo,2
Swaziland,Democratic Republic of the Congo,4
Swaziland,Uganda,2
Swaziland,Kenya,2
Swaziland,Tanzania,4
Swaziland,Burundi,2
Swaziland,Rwanda,2
Swaziland,Somalia,2
Swaziland,Djibouti,2
Swaziland,Ethiopia,2
Swaziland,Eritrea,2
Swaziland,Angola,4
Swaziland,Mozambique,4
Swaziland,Zambia,4
Swaziland,Zimbabwe,4
Swaziland,Malawi,4
Swaziland,South Africa,4
Swaziland,Namibia,4
Swaziland,Lesotho,4
Swaziland,Botswana,4
Swaziland,Madagascar,2
Swaziland,Comoros,2
Swaziland,Mauritius,4
Swaziland,Seychelles,2
Swaziland,Algeria,2
Swaziland,Tunisia,2
Swaziland,Libya,2
Swaziland,Sudan,2
Swaziland,South Sudan,2
Swaziland,Egypt,2
Madagascar,Cape Verde,2
Madagascar,Sao Tome and Principe,2
Madagascar,Guinea-Bissau,2
Madagascar,Equatorial Guinea,2
Madagascar,Gambia,2
Madagascar,Mali,2
Madagascar,Senegal,2
Madagascar,Benin,2
Madagascar,Mauritania,2
Madagascar,Niger,2
Madagascar,Ivory Coast,2
Madagascar,Guinea,2
Madagascar,Burkina Faso,2
Madagascar,Liberia,2
Madagascar,Sierra Leone,2
Madagascar,Ghana,2
Madagascar,Togo,2
Madagascar,Cameroon,2
Madagascar,Nigeria,2
Madagascar,Gabon,2
Madagascar,Central African Republic,2
Madagascar,Chad,2
Madagascar,Congo,2
Madagascar,Democratic Republic of the Congo,2
Madagascar,Uganda,2
Madagascar,Kenya,2
Madagascar,Tanzania,2
Madagascar,Burundi,2
Madagascar,Rwanda,2
Madagascar,Somalia,2
Madagascar,Djibouti,2
Madagascar,Ethiopia,2
Madagascar,Eritrea,2
Madagascar,Angola,2
Madagascar,Mozambique,2
Madagascar,Zambia,2
Madagascar,Zimbabwe,2
Madagascar,Malawi,2
Madagascar,South Africa,2
Madagascar,Namibia,2
Madagascar,Lesotho,2
Madagascar,Botswana,2
Madagascar,Swaziland,2
Madagascar,Comoros,2
Madagascar,Mauritius,2
Madagascar,Seychelles,2
Madagascar,Algeria,2
Madagascar,Tunisia,2
Madagascar,Libya,2
Madagascar,Sudan,2
Madagascar,South Sudan,2
Madagascar,Egypt,2
Comoros,France,4
Comoros,Cape Verde,2
Comoros,Sao Tome and Principe,2
Comoros,Guinea-Bissau,4
Comoros,Equatorial Guinea,2
Comoros,Gambia,4
Comoros,Mali,4
Comoros,Senegal,4
Comoros,Benin,4
Comoros,Mauritania,4
Comoros,Niger,4
Comoros,Ivory Coast,2
Comoros,Guinea,4
Comoros,Burkina Faso,4
Comoros,Liberia,4
Comoros,Sierra Leone,2
Comoros,Ghana,4
Comoros,Togo,4
Comoros,Cameroon,2
Comoros,Nigeria,2
Comoros,Gabon,4
Comoros,Central African Republic,2
Comoros,Chad,4
Comoros,Congo,4
Comoros,Democratic Republic of the Congo,2
Comoros,Uganda,2
Comoros,Kenya,2
Comoros,Tanzania,2
Comoros,Burundi,2
Comoros,Rwanda,4
Comoros,Somalia,4
Comoros,Djibouti,4
Comoros,Ethiopia,4
Comoros,Eritrea,2
Comoros,Angola,2
Comoros,Mozambique,4
Comoros,Zambia,2
Comoros,Zimbabwe,2
Comoros,Malawi,2
Comoros,South Africa,2
Comoros,Namibia,2
Comoros,Lesotho,2
Comoros,Botswana,2
Comoros,Swaziland,2
Comoros,Madagascar,2
Comoros,Mauritius,2
Comoros,Seychelles,2
Comoros,Morocco,4
Comoros,Algeria,4
Comoros,Tunisia,4
Comoros,Libya,4
Comoros,Sudan,4
Comoros,South Sudan,2
Comoros,Iraq,4
Comoros,Egypt,4
Comoros,Lebanon,4
Comoros,Jordan,4
Comoros,Saudi Arabia,4
Comoros,Yemen,4
Comoros,Kuwait,4
Comoros,Bahrain,4
Comoros,Qatar,4
Comoros,United Arab Emirates,4
Comoros,Oman,4
Mauritius,Cape Verde,2
Mauritius,Sao Tome and Principe,2
Mauritius,Guinea-Bissau,2
Mauritius,Equatorial Guinea,2
Mauritius,Gambia,2
Mauritius,Mali,2
Mauritius,Senegal,2
Mauritius,Benin,2
Mauritius,Mauritania,2
Mauritius,Niger,2
Mauritius,Ivory Coast,2
Mauritius,Guinea,2
Mauritius,Burkina Faso,2
Mauritius,Liberia,2
Mauritius,Sierra Leone,2
Mauritius,Ghana,2
Mauritius,Togo,2
Mauritius,Cameroon,2
Mauritius,Nigeria,2
Mauritius,Gabon,2
Mauritius,Central African Republic,2
Mauritius,Chad,2
Mauritius,Congo,2
Mauritius,Democratic Republic of the Congo,4
Mauritius,Uganda,2
